Time,Stim Cre,Rec Cre,Stim Cre NMDA,Rec Cre NMDA,Stim KO,Rec KO,Stim KO NMDA,Rec KO NMDA
233,-57.58065033,-59.88304138,-47.81573868,-51.52428818,-54.2118721,-40.15145493,-59.27244568,-39.09989548
233.5,-57.44456482,-59.88164902,-47.39910507,-51.50305557,-53.11472702,-40.12838364,-58.07108307,-39.10032272
234,-57.32295227,-59.87857056,-46.9838028,-51.51101685,-51.71910858,-40.09712219,-56.79063416,-39.09903336
234.5,-57.20489883,-59.87991714,-46.5565567,-51.52959442,-49.55012512,-40.07553482,-55.39670944,-39.09860611
235,-57.09755325,-59.8826561,-46.12665558,-51.53357315,-47.84337616,-40.04874039,-53.85836792,-39.08657074
235.5,-57.00354385,-59.88312912,-45.69940948,-51.50703812,-46.27655792,-40.02492142,-52.14809418,-39.0908699
236,-56.9010582,-59.87817001,-45.30666351,-51.49907684,-44.66210175,-40.02119827,-50.28437042,-39.08184052
236.5,-56.81372452,-59.87018967,-44.909935,-51.50040436,-42.97768021,-40.01896667,-48.29814911,-39.07367706
237,-56.7305336,-59.87268066,-44.54239655,-51.50173187,-41.34238815,-40.00556946,-46.29301834,-39.06206894
237.5,-56.65171432,-59.87796402,-44.21599197,-51.48713303,-39.76663589,-39.99514771,-44.41897964,-39.04187012
238,-56.56629944,-59.87888336,-43.90683365,-51.48713303,-37.98247528,-39.98993683,-42.79639053,-39.03541946
238.5,-56.49093628,-59.87371445,-43.62288666,-51.49244308,-37.40487289,-39.98472595,-41.55075836,-39.02940369
239,-56.41729355,-59.86842346,-43.33628845,-51.48448181,-37.49717331,-39.9743042,-40.67305374,-39.01651001
239.5,-56.35303879,-59.86909485,-43.11072159,-51.4831543,-37.78820419,-39.9720726,-40.11170197,-39.02209473
240,-56.2901268,-59.87080002,-42.91302109,-51.4950943,-38.01820374,-39.96537399,-39.76698303,-39.02338409
240.5,-56.22461319,-59.86392212,-42.72460938,-51.47253799,-38.14771652,-39.96760559,-39.55593872,-39.02037811
241,-56.16650772,-59.85787582,-42.58661652,-51.46855927,-38.19609833,-39.96834946,-39.3977623,-39.01865768
241.5,-56.11386871,-59.85661316,-42.45658493,-51.46059799,-38.1946106,-39.97058487,-39.23958969,-39.00662231
242,-56.05665588,-59.85960388,-42.3650322,-51.46457672,-38.15665054,-39.9743042,-39.05992126,-39.00318527
242.5,-56.01334,-59.86046219,-42.29205704,-51.46988678,-38.1276207,-39.96909714,-38.8707962,-38.99888611
243,-55.96513748,-59.85588837,-42.22836685,-51.46457672,-38.10454559,-39.96388626,-38.68468475,-38.99458694
243.5,-55.9189415,-59.85480499,-42.19254303,-51.47386551,-38.09114838,-39.96611786,-38.49728012,-38.99759674
244,-55.8743248,-59.85967636,-42.15273666,-51.46059799,-38.0837059,-39.96165085,-38.33437729,-38.98942947
244.5,-55.83069229,-59.852005,-42.14875412,-51.45396423,-38.10454559,-39.96165085,-38.18651581,-38.9834137
245,-55.78941345,-59.85220718,-42.13150787,-51.42742538,-38.16409302,-39.96239471,-38.04166412,-38.97868347
245.5,-55.75268555,-59.85341644,-42.11823654,-51.4287529,-38.19684219,-39.96239471,-37.91529846,-38.98770905
246,-55.71467209,-59.8566246,-42.10231781,-51.43140793,-38.25564575,-39.96834946,-37.8082695,-38.984272
246.5,-55.68054199,-59.85311127,-42.1009903,-51.4287529,-38.33230972,-39.96909714,-37.71070099,-38.98083496
247,-55.6447525,-59.84560013,-42.11160278,-51.41283035,-38.40823364,-39.97653961,-37.62860489,-38.97266769
247.5,-55.61401749,-59.84635162,-42.11425781,-51.42079163,-38.48713303,-39.98770523,-37.47687531,-38.96406937
248,-55.58220673,-59.84467697,-42.12752533,-51.43140793,-38.55337906,-39.98175049,-36.90090942,-38.95332336
248.5,-55.55212402,-59.83837891,-42.15008163,-51.42211914,-38.64493179,-39.99216843,-36.79431152,-38.9451561
249,-55.51694489,-59.83731461,-42.15406418,-51.4168129,-38.74839401,-39.99216843,-36.79001617,-38.92882538
249.5,-55.49127579,-59.84261703,-42.16069794,-51.38762283,-38.84515381,-39.99365997,-36.78700638,-38.92452621
250,-55.47013092,-59.83803558,-42.17662048,-51.41017914,-38.93596268,-39.98919296,-36.78528595,-38.90604401
250.5,-55.44501877,-59.83497238,-42.18192673,-51.39425659,-39.04016876,-39.98398209,-36.80463028,-38.91249084
251,-55.42470169,-59.84191895,-42.19519424,-51.37700653,-39.152565,-39.99663544,-36.88242722,-38.90561295
251.5,-55.40160751,-59.84043503,-42.20581055,-51.38098526,-39.25230408,-39.9884491,-36.97913742,-38.90948105
252,-55.37451172,-59.83348465,-42.22173309,-51.36771774,-39.36767578,-39.98770523,-37.09089279,-38.90647507
252.5,-55.35945129,-59.83621597,-42.24826813,-51.37833405,-39.48304749,-39.96686172,-37.2022171,-38.89787674
253,-55.33072662,-59.82928848,-42.2562294,-51.36108398,-39.62074661,-39.96537399,-37.30666351,-38.90045547
253.5,-55.31608582,-59.82368469,-42.27347946,-51.34914398,-39.77780151,-39.97132874,-37.41584015,-38.90088654
254,-55.30160141,-59.8219986,-42.28409576,-51.35710526,-39.93113327,-39.96537399,-37.51985931,-38.90432358
254.5,-55.28770828,-59.82172394,-42.28807449,-51.35312271,-40.10009766,-39.96909714,-37.64450836,-38.89658737
255,-55.26896667,-59.82516479,-42.30266953,-51.36373901,-40.25789642,-39.97356033,-37.76356888,-38.89959717
255.5,-55.25107956,-59.81513977,-42.30930328,-51.37170029,-40.41718292,-39.97281647,-37.88134003,-38.90475464
256,-55.23680496,-59.81576538,-42.33849716,-51.35577774,-40.5794487,-39.96537399,-38.0175972,-38.9021759
256.5,-55.22167587,-59.81930542,-42.35176468,-51.35975647,-40.73278046,-39.96016312,-38.15084076,-38.90432358
257,-55.21429825,-59.82206726,-42.35043716,-51.36108398,-40.87792206,-39.95123291,-38.29096222,-38.90948105
257.5,-55.2005806,-59.81544495,-42.38493729,-51.36771774,-41.04167557,-39.94750977,-38.44226074,-38.90604401
258,-55.19041061,-59.81177902,-42.38360977,-51.3624115,-41.20319748,-39.95197678,-38.59571075,-38.89400864
258.5,-55.17741394,-59.81399918,-42.40085602,-51.33587265,-41.36620331,-39.95718765,-38.76678085,-38.89357758
259,-55.16995621,-59.80705261,-42.42872238,-51.35312271,-41.52102661,-39.95718765,-38.94644547,-38.89228821
259.5,-55.15826797,-59.81093216,-42.42872238,-51.33720016,-41.67882538,-39.96016312,-39.13428116,-38.89400864
260,-55.14714813,-59.80213547,-42.44464493,-51.35312271,-41.8351326,-39.96016312,-39.31695557,-38.88713074
260.5,-55.13722229,-59.80555344,-42.46985245,-51.34118271,-41.99144363,-39.95718765,-39.51209641,-38.895298
261,-55.12445831,-59.79822159,-42.47117996,-51.35842896,-42.13882065,-39.95941925,-39.71755219,-38.88283157
261.5,-55.12263489,-59.79873657,-42.50568008,-51.36506271,-42.29810715,-39.96090698,-39.91312408,-38.88713074
262,-55.11584854,-59.79573059,-42.52027512,-51.36639023,-42.46260452,-39.95941925,-40.09622955,-38.88713074
262.5,-55.09917831,-59.79733276,-42.53619766,-51.37037277,-42.62561417,-39.96165085,-40.28792953,-38.88799286
263,-55.09278488,-59.79627991,-42.55212021,-51.37567902,-42.78266907,-39.95420837,-40.48350143,-38.88928223
263.5,-55.08029175,-59.79526901,-42.55609894,-51.35577774,-42.93450928,-39.95048523,-40.67305374,-38.88885117
264,-55.07353592,-59.79855347,-42.57865524,-51.32923889,-43.10868454,-39.97132874,-40.8553009,-38.8884201
264.5,-55.06267166,-59.79440308,-42.61580658,-51.3186264,-43.27169418,-39.97728348,-41.03969574,-38.884552
265,-55.05907822,-59.7970314,-42.62509537,-51.29341507,-43.4280014,-39.98175049,-41.22795868,-38.87724686
265.5,-55.05683899,-59.79600525,-42.65163422,-51.30402756,-43.58654404,-39.98175049,-41.41836929,-38.8776741
266,-55.05085754,-59.78894043,-42.66755295,-51.28943253,-43.73913193,-39.98770523,-41.60319519,-38.87724686
266.5,-55.04893112,-59.79718781,-42.69807053,-51.29208755,-43.88725281,-40.00407791,-41.79403687,-38.88111496
267,-55.03765106,-59.79103088,-42.73257065,-51.28810883,-44.05026245,-40.01226807,-41.98058319,-38.87853622
267.5,-55.03138351,-59.79169083,-42.75645447,-51.27616501,-44.19317627,-40.02715302,-42.16669464,-38.87638474
268,-55.0227356,-59.79520035,-42.77370453,-51.26289749,-44.34055328,-40.03385162,-42.33260727,-38.88025284
268.5,-55.0242691,-59.78721619,-42.79626083,-51.26156998,-44.48346329,-40.02938461,-42.50410843,-38.87509537
269,-55.02677917,-59.79085541,-42.82146835,-51.24697495,-44.61744308,-40.03831863,-42.67303085,-38.87853622
269.5,-55.0202179,-59.78757477,-42.84667969,-51.24697495,-44.75812149,-40.03310776,-42.83894348,-38.87337875
270,-55.01142502,-59.78072739,-42.86525726,-51.22839737,-44.88689041,-40.03162003,-43.00012589,-38.87552643
270.5,-55.01576233,-59.77576828,-42.91169357,-51.20982361,-45.00747299,-40.01971054,-43.16260147,-38.87165833
271,-55.01895905,-59.77371597,-42.93292618,-51.2204361,-45.12210083,-40.02194214,-43.31304169,-38.8707962
271.5,-55.01832962,-59.77437973,-42.94884872,-51.20053482,-45.24342728,-40.02864075,-43.46863556,-38.86177063
272,-55.01794052,-59.77133179,-42.97671127,-51.20318985,-45.35954285,-40.02342987,-43.62423325,-38.85016632
272.5,-55.01979065,-59.76519394,-43.00192261,-51.20716858,-45.47565842,-40.03013229,-43.77166367,-38.85059738
273,-55.0188446,-59.76718903,-43.04305267,-51.21247482,-45.59549332,-40.03757477,-43.91264725,-38.84801865
273.5,-55.01954269,-59.76461029,-43.07224274,-51.20186234,-45.70267868,-40.03533936,-44.05491638,-38.84629822
274,-55.02080536,-59.76905441,-43.09479904,-51.20716858,-45.80762863,-40.02119827,-44.20105743,-38.84629822
274.5,-55.02483749,-59.77268982,-43.11603165,-51.21645737,-45.91630173,-40.01449966,-44.32570648,-38.85145569
275,-55.0206337,-59.76238632,-43.13195419,-51.21645737,-46.03390503,-40.01077652,-44.45895386,-38.85016632
275.5,-55.02644348,-59.76550293,-43.14787674,-51.22574615,-46.1269455,-40.01673126,-44.5827446,-38.84629822
276,-55.02499008,-59.7604866,-43.1770668,-51.20451736,-46.2311554,-40.00035858,-44.69406891,-38.85446548
276.5,-55.02835846,-59.76258469,-43.20227432,-51.18461227,-46.32791519,-40.01003265,-44.81570816,-38.84930801
277,-55.02955627,-59.75847626,-43.2327919,-51.18328476,-46.42914581,-40.0159874,-44.9356308,-38.83512115
277.5,-55.0329628,-59.75999832,-43.24606323,-51.18461227,-46.51027679,-40.01971054,-45.05211258,-38.83469391
278,-55.02030945,-59.75400543,-43.2871933,-51.17134476,-46.60108566,-40.02045441,-45.15827942,-38.82265854
278.5,-55.0282135,-59.75109863,-43.32036591,-51.18593979,-46.69784927,-40.00928879,-45.2640152,-38.82179642
279,-55.02938843,-59.74869537,-43.3415947,-51.17267227,-46.79312515,-40.01003265,-45.35513687,-38.82523727
279.5,-55.02027512,-59.74217224,-43.38007355,-51.18593979,-46.88393021,-40.01524353,-45.4634552,-38.83297348
280,-55.03032303,-59.74565125,-43.39732361,-51.16205597,-46.95911026,-40.00482178,-45.55801773,-38.82824707
280.5,-55.0251503,-59.74620438,-43.43181992,-51.17267227,-47.05215073,-39.99886703,-45.65644455,-38.81707001
281,-55.02854919,-59.74403381,-43.45039749,-51.17930603,-47.13774872,-40.00705719,-45.75186539,-38.81921768
281.5,-55.02883911,-59.74269104,-43.48224258,-51.16205597,-47.22632599,-39.9973793,-45.8300972,-38.80331421
282,-55.03121567,-59.74185562,-43.51939392,-51.16338348,-47.29927063,-40.00184631,-45.9160614,-38.79256821
282.5,-55.03240585,-59.74073792,-43.5392952,-51.17399979,-47.36625671,-40.00259018,-45.99600601,-38.77752686
283,-55.0377655,-59.73812485,-43.56317902,-51.17930603,-47.44366837,-40.00110245,-46.07423782,-38.77236938
283.5,-55.03528214,-59.73802567,-43.59104156,-51.18063354,-47.51959229,-40.00259018,-46.14644623,-38.76634979
284,-55.04399872,-59.73469543,-43.60961914,-51.18195724,-47.59700012,-40.00556946,-46.22424316,-38.76377106
284.5,-55.04745483,-59.7286377,-43.63350296,-51.17399979,-47.66994476,-40.01077652,-46.30032349,-38.76119232
285,-55.05067062,-59.72875595,-43.65871429,-51.16205597,-47.74735641,-40.00482178,-46.37210464,-38.75861359
285.5,-55.05316925,-59.73048782,-43.69453812,-51.15011597,-47.81285858,-40.01152039,-46.43657684,-38.75947189
286,-55.06040192,-59.72710037,-43.72638321,-51.14480591,-47.88133621,-40.00854492,-46.50706863,-38.75431442
286.5,-55.06646347,-59.72314453,-43.7582283,-51.14348221,-47.94758224,-40.02640915,-46.57756042,-38.74958801
287,-55.06710434,-59.72717285,-43.79405212,-51.14215469,-48.0086174,-40.03162003,-46.63644791,-38.74098969
287.5,-55.0671196,-59.72137833,-43.82722092,-51.15542221,-48.06741714,-40.03385162,-46.697052,-38.73282242
288,-55.07420349,-59.7239151,-43.84579849,-51.15276718,-48.1172905,-40.05245972,-46.76109695,-38.71820831
288.5,-55.07824707,-59.72541809,-43.87233734,-51.17399979,-48.1842804,-40.05171585,-46.81181717,-38.71047211
289,-55.07963562,-59.71826172,-43.90417862,-51.17001724,-48.23638153,-40.05767059,-46.86726379,-38.71004486
289.5,-55.07783508,-59.71737289,-43.91877365,-51.18593979,-48.31453705,-40.05841446,-46.92399979,-38.70746613
290,-55.08630371,-59.72040558,-43.93867874,-51.20053482,-48.37929153,-40.06511307,-46.9777298,-38.69628906
290.5,-55.09133148,-59.72254562,-43.95460129,-51.19920731,-48.43362808,-40.08521271,-47.03188705,-38.6997261
291,-55.09853363,-59.71813583,-43.97715759,-51.20982361,-48.49317551,-40.07851028,-47.08303452,-38.68726349
291.5,-55.0911293,-59.71866226,-44.01961517,-51.20053482,-48.54528046,-40.08670044,-47.14063263,-38.69113159
292,-55.10642242,-59.71924973,-44.04880524,-51.18063354,-48.59217072,-40.08223343,-47.19306946,-38.68554306
292.5,-55.11280823,-59.71795273,-44.07136154,-51.18991852,-48.63980865,-40.09488678,-47.24335861,-38.68769073
293,-55.11423874,-59.7154541,-44.08728409,-51.17930603,-48.67628098,-40.09488678,-47.29665756,-38.68597412
293.5,-55.1211853,-59.71636581,-44.12841797,-51.18461227,-48.72540665,-40.10902786,-47.34178925,-38.68253326
294,-55.12329102,-59.71627808,-44.14168549,-51.17267227,-48.7775116,-40.10977554,-47.38348389,-38.67952728
294.5,-55.13295364,-59.71595383,-44.17353058,-51.18593979,-48.81472778,-40.11423874,-47.43076324,-38.67780685
295,-55.14165497,-59.70582962,-44.21068192,-51.18991852,-48.84896469,-40.12093735,-47.47546387,-38.67049789
295.5,-55.1445694,-59.71328735,-44.23191071,-51.18593979,-48.88841629,-40.11573029,-47.50297546,-38.67479706
296,-55.15484238,-59.71710587,-44.2743721,-51.19920731,-48.92414474,-40.11200714,-47.54423904,-38.67479706
296.5,-55.16191483,-59.71335602,-44.29692841,-51.18991852,-48.971035,-40.10977554,-47.58034134,-38.67909622
297,-55.17247391,-59.71102905,-44.32479095,-51.19920731,-49.00676346,-40.12093735,-47.61043167,-38.67565918
297.5,-55.17931747,-59.71576309,-44.36061859,-51.20584106,-49.04919052,-40.12317276,-47.62805176,-38.66448212
298,-55.18784332,-59.71506882,-44.38051987,-51.19522858,-49.06854248,-40.12838364,-47.65727997,-38.66147232
298.5,-55.18888092,-59.7212677,-44.40440369,-51.20053482,-49.09980774,-40.1335907,-47.67447281,-38.64986801
299,-55.19921494,-59.71580124,-44.43889999,-51.19257355,-49.13181305,-40.13210297,-47.68564987,-38.64213181
299.5,-55.20682144,-59.71961594,-44.45349503,-51.18461227,-49.18168259,-40.1335907,-47.71444702,-38.63267517
300,-55.20306778,-59.71737671,-44.49197388,-51.18991852,-49.21815491,-40.15145493,-47.73637009,-38.61935043
300.5,-55.20857239,-59.71562195,-44.49993515,-51.17134476,-49.26802444,-40.14103699,-47.75399399,-38.59872055
301,-55.20820236,-59.71273041,-44.526474,-51.18461227,-49.29481888,-40.14103699,-47.76989746,-38.58496475
301.5,-55.21799469,-59.71022034,-44.55964279,-51.18195724,-49.3312912,-40.15592194,-47.78236008,-38.57679749
302,-55.21873856,-59.70740128,-44.58618164,-51.18859482,-49.3707428,-40.16783142,-47.80857849,-38.57035065
302.5,-55.2258873,-59.70694351,-44.63129425,-51.18461227,-49.39679337,-40.17155457,-47.8300705,-38.56175232
303,-55.23031235,-59.70218277,-44.65517807,-51.18991852,-49.43252182,-40.17676544,-47.84253693,-38.55659485
303.5,-55.23318481,-59.69775009,-44.67640686,-51.17134476,-49.46006393,-40.17750931,-47.86058807,-38.5492897
304,-55.24084473,-59.70628357,-44.70692444,-51.19257355,-49.49132538,-40.16187668,-47.87477493,-38.53983307
304.5,-55.25209808,-59.70967865,-44.7241745,-51.20982361,-49.50844193,-40.16485596,-47.90056229,-38.53811264
305,-55.24459076,-59.70003891,-44.74142456,-51.19920731,-49.53226089,-40.17453003,-47.9121666,-38.53596497
305.5,-55.25462341,-59.70524979,-44.76928711,-51.2204361,-49.55161667,-40.17006302,-47.93451691,-38.54370117
306,-55.26020813,-59.70082855,-44.78786469,-51.21247482,-49.5806427,-40.16262054,-47.9435463,-38.54026413
306.5,-55.25955963,-59.70521545,-44.80511093,-51.21778488,-49.61339569,-40.15890121,-47.94956207,-38.54713821
307,-55.26833344,-59.69786072,-44.82236099,-51.2204361,-49.63572311,-40.16410828,-47.94827271,-38.55315781
307.5,-55.2767868,-59.69590759,-44.84226227,-51.22707367,-49.6617775,-40.14252472,-47.95386124,-38.55186844
308,-55.2780571,-59.69378281,-44.86481857,-51.2429924,-49.67666245,-40.15369034,-47.95558167,-38.54327011
308.5,-55.29098511,-59.69761658,-44.89268494,-51.22707367,-49.70643616,-40.14029312,-47.96331787,-38.5308075
309,-55.29104614,-59.69553375,-44.91524124,-51.22707367,-49.72653198,-40.13954544,-47.97664261,-38.51576233
309.5,-55.2985878,-59.6932373,-44.94045258,-51.22441864,-49.7630043,-40.12689209,-47.98910522,-38.51533127
310,-55.30865097,-59.69658279,-44.97760391,-51.21512985,-49.78384781,-40.12019348,-48.00629807,-38.50544739
310.5,-55.31136322,-59.69321823,-45.00679398,-51.20318985,-49.80171204,-40.11870575,-48.02736282,-38.49900055
311,-55.31225204,-59.69783783,-45.02669525,-51.20849609,-49.81510925,-40.12168503,-48.04283524,-38.49470139
311.5,-55.3176651,-59.69703674,-45.04394531,-51.20186234,-49.81361771,-40.12763977,-48.05142975,-38.48567581
312,-55.31952286,-59.69423676,-45.06119537,-51.21512985,-49.8299942,-40.12540436,-48.07163239,-38.48094559
312.5,-55.32307053,-59.70503235,-45.08773041,-51.20053482,-49.83148193,-40.11796188,-48.09484482,-38.47449875
313,-55.32842255,-59.69327545,-45.10365295,-51.20053482,-49.85604477,-40.10902786,-48.1184845,-38.46633148
313.5,-55.33558273,-59.69646072,-45.13151932,-51.19390106,-49.86572266,-40.11200714,-48.13524628,-38.45816422
314,-55.3432312,-59.70209503,-45.16867065,-51.21247482,-49.87837601,-40.11647415,-48.15372849,-38.43452454
314.5,-55.33797836,-59.69328308,-45.20051193,-51.19920731,-49.88731003,-40.12168503,-48.18166733,-38.42377853
315,-55.33941269,-59.70436478,-45.23235703,-51.20849609,-49.91038132,-40.11423874,-48.19499207,-38.40701675
315.5,-55.3396759,-59.70465851,-45.2509346,-51.21247482,-49.92452621,-40.11870575,-48.2113266,-38.39971161
316,-55.3422699,-59.69779205,-45.28543091,-51.21247482,-49.94536591,-40.11647415,-48.23152924,-38.39326096
316.5,-55.35128021,-59.69595337,-45.30400848,-51.21645737,-49.97216034,-40.12242889,-48.24743271,-38.38423538
317,-55.34528732,-59.69546509,-45.31594849,-51.22707367,-49.99895859,-40.11944962,-48.26118469,-38.38036728
317.5,-55.3540535,-59.69766998,-45.34115982,-51.22972488,-50.01309967,-40.12242889,-48.27837753,-38.37564087
318,-55.36022949,-59.70467758,-45.35442734,-51.24034119,-50.01682281,-40.11944962,-48.27795029,-38.38423538
318.5,-55.3612442,-59.70030594,-45.39025497,-51.26953125,-50.02426529,-40.12242889,-48.29213333,-38.38595581
319,-55.36689758,-59.70016479,-45.43005753,-51.26289749,-50.03840637,-40.1335907,-48.30588913,-38.39197159
319.5,-55.36566925,-59.70052338,-45.43271255,-51.26422501,-50.04510498,-40.12838364,-48.31964111,-38.39283371
320,-55.37319946,-59.69867706,-45.45792389,-51.23503494,-50.04510498,-40.14550018,-48.32909775,-38.40013885
320.5,-55.37841797,-59.69979095,-45.48313141,-51.23370743,-50.04585266,-40.14996719,-48.33038712,-38.41432571
321,-55.37783051,-59.6962204,-45.49374771,-51.24431992,-50.05999374,-40.15071106,-48.35102081,-38.41303253
321.5,-55.38186646,-59.69407654,-45.51364899,-51.23768616,-50.06594849,-40.15220261,-48.35359955,-38.41862106
322,-55.38184738,-59.69339371,-45.53753281,-51.2536087,-50.0793457,-40.15220261,-48.35617828,-38.42464066
322.5,-55.38279343,-59.68848038,-45.56539917,-51.24962997,-50.08381271,-40.15220261,-48.37680817,-38.42979813
323,-55.38639832,-59.69060135,-45.57203293,-51.2310524,-50.08306885,-40.14996719,-48.38798523,-38.43710327
323.5,-55.38490677,-59.68806458,-45.59060669,-51.23768616,-50.08306885,-40.14922333,-48.40216827,-38.45085907
324,-55.3855629,-59.69526672,-45.60122299,-51.24034119,-50.09720993,-40.16113281,-48.41506195,-38.46590424
324.5,-55.38622665,-59.69280624,-45.6343956,-51.25493622,-50.10390854,-40.15071106,-48.42795944,-38.47750854
325,-55.3947258,-59.69942474,-45.65164185,-51.25095367,-50.10093307,-40.16113281,-48.43268585,-38.48481369
325.5,-55.39495087,-59.69488907,-45.67818069,-51.24830246,-50.11209488,-40.16410828,-48.43784332,-38.48954391
326,-55.39879227,-59.69292831,-45.6901207,-51.23635864,-50.11879349,-40.16559982,-48.44085312,-38.49427032
326.5,-55.40877533,-59.69229889,-45.71002579,-51.2429924,-50.12474823,-40.16634369,-48.45202637,-38.49341202
327,-55.41347504,-59.69667435,-45.72859955,-51.2429924,-50.12772751,-40.17825317,-48.45288849,-38.5032959
327.5,-55.41132355,-59.69340897,-45.74584961,-51.24962997,-50.13665771,-40.18048477,-48.45890427,-38.50673676
328,-55.41448593,-59.69829559,-45.76177216,-51.23635864,-50.15229034,-40.18643951,-48.46492386,-38.51447296
328.5,-55.40914154,-59.68859482,-45.78698349,-51.26289749,-50.16196823,-40.1819725,-48.4683609,-38.52650833
329,-55.41629028,-59.6955452,-45.80688477,-51.26820374,-50.17982864,-40.19239426,-48.47309113,-38.52951813
329.5,-55.42435455,-59.69681168,-45.84005737,-51.28412628,-50.18876266,-40.18122864,-48.4821167,-38.54112244
330,-55.42703629,-59.69194794,-45.85730362,-51.28014755,-50.19322968,-40.19239426,-48.48340607,-38.53510284
330.5,-55.42923737,-59.69709396,-45.8878212,-51.27749252,-50.19099426,-40.19016266,-48.48856354,-38.54413223
331,-55.43329239,-59.688797,-45.91436005,-51.29872131,-50.19918442,-40.1961174,-48.49544144,-38.55272675
331.5,-55.442379,-59.69102478,-45.92895508,-51.27218628,-50.19769287,-40.19537354,-48.50661469,-38.55745697
332,-55.45030594,-59.68976974,-45.95018387,-51.28943253,-50.20513916,-40.19909286,-48.51478195,-38.56046295
332.5,-55.45293808,-59.69042969,-45.96212769,-51.27749252,-50.20513916,-40.19313812,-48.52251816,-38.57120895
333,-55.45699692,-59.69581223,-45.9753952,-51.28147125,-50.21406937,-40.19090652,-48.52853775,-38.58066559
333.5,-55.45702744,-59.69796371,-45.99529648,-51.2854538,-50.20960236,-40.19537354,-48.54486847,-38.58582306
334,-55.4644928,-59.69968796,-46.01785278,-51.27749252,-50.20215988,-40.18941879,-48.55647659,-38.59785843
334.5,-55.47193527,-59.70392227,-46.0297966,-51.28943253,-50.19992828,-40.1961174,-48.56292343,-38.60129929
335,-55.47340393,-59.6946373,-46.05500412,-51.29208755,-50.18950653,-40.19760513,-48.58484268,-38.6137619
335.5,-55.47019196,-59.70006943,-46.07888794,-51.28943253,-50.20141602,-40.20877075,-48.59344101,-38.61720276
336,-55.46974182,-59.69940567,-46.10277176,-51.28810883,-50.20290375,-40.20728302,-48.61192322,-38.62966537
336.5,-55.47544479,-59.6970253,-46.12400055,-51.25891495,-50.20439148,-40.20877075,-48.61622238,-38.63267517
337,-55.47980881,-59.69832611,-46.14257813,-51.26953125,-50.20588303,-40.20951462,-48.62610626,-38.63912201
337.5,-55.48479462,-59.69342804,-46.17575073,-51.26156998,-50.19769287,-40.2191925,-48.64158249,-38.64385223
338,-55.48606491,-59.69568253,-46.17707443,-51.26289749,-50.19844055,-40.22439957,-48.64072037,-38.65502548
338.5,-55.48802567,-59.69322586,-46.21290207,-51.26687622,-50.18503952,-40.21546936,-48.64759827,-38.67350769
339,-55.48884583,-59.69579697,-46.21820831,-51.25759125,-50.19322968,-40.22514343,-48.64974594,-38.68855286
339.5,-55.49597549,-59.69108963,-46.23810959,-51.25759125,-50.19322968,-40.23035431,-48.64845657,-38.69757843
340,-55.49659729,-59.69682312,-46.25668716,-51.2536087,-50.18355179,-40.22961044,-48.64888763,-38.71305084
340.5,-55.49887085,-59.69245148,-46.26199341,-51.25095367,-50.16122055,-40.23184586,-48.64974594,-38.72852707
341,-55.50971603,-59.69500351,-46.28587723,-51.24962997,-50.14335632,-40.23556519,-48.6540451,-38.73712158
341.5,-55.51452255,-59.68941498,-46.30312729,-51.2536087,-50.13145065,-40.23482132,-48.65275574,-38.73970032
342,-55.52824402,-59.68902969,-46.31904984,-51.25891495,-50.11879349,-40.23407745,-48.65060806,-38.74958801
342.5,-55.52554703,-59.6884613,-46.32966232,-51.26687622,-50.09869766,-40.22812271,-48.65189743,-38.75560379
343,-55.53120041,-59.68413162,-46.32966232,-51.25891495,-50.08753204,-40.22439957,-48.64845657,-38.76678085
343.5,-55.53575134,-59.69351196,-46.34293365,-51.27749252,-50.07487869,-40.21770096,-48.6493187,-38.77838516
344,-55.53546524,-59.6823082,-46.36283493,-51.29474258,-50.06669235,-40.21695709,-48.64716721,-38.79428864
344.5,-55.54642487,-59.68732071,-46.38937378,-51.2973938,-50.05105972,-40.22216797,-48.6432991,-38.80589294
345,-55.54804993,-59.6801033,-46.40529633,-51.2960701,-50.05105972,-40.22439957,-48.64759827,-38.81449127
345.5,-55.55158997,-59.6833725,-46.42121506,-51.32127762,-50.04585266,-40.21249008,-48.6493187,-38.84157181
346,-55.55484009,-59.68490219,-46.45173264,-51.30535507,-50.05180359,-40.20877075,-48.64501953,-38.84758759
346.5,-55.56343842,-59.67848587,-46.47561646,-51.29474258,-50.03840637,-40.21100235,-48.63986206,-38.85317612
347,-55.56256485,-59.68582535,-46.49817276,-51.30004883,-50.03022003,-40.20132828,-48.6493187,-38.8561821
347.5,-55.57132721,-59.67930222,-46.51807785,-51.30933762,-50.0145874,-40.1961174,-48.64802933,-38.82308578
348,-55.56956482,-59.67609024,-46.52869034,-51.30668259,-49.99895859,-40.19239426,-48.64716721,-38.79042053
348.5,-55.57530594,-59.67933655,-46.54196167,-51.29076004,-49.99002457,-40.19388199,-48.65533447,-38.78569412
349,-55.57567978,-59.67603683,-46.55920792,-51.27749252,-49.9848175,-40.19239426,-48.65834427,-38.79644012
349.5,-55.58021545,-59.67956543,-46.54859543,-51.27350998,-49.97737122,-40.19016266,-48.65146637,-38.81449127
350,-55.58319855,-59.67522812,-46.58707428,-51.2854538,-49.963974,-40.2005806,-48.65447617,-38.82480621
350.5,-55.58414459,-59.67624664,-46.60299683,-51.27616501,-49.97290802,-40.19760513,-48.65877533,-38.83211517
