Time,KO + Cre,KO + Cre NMDA,KO,KO NMDA
449.5,-50.38452148,-52.33764648,-51.20849609,-46.38671875
450,-50.59814453,-52.24609375,-51.20849609,-46.44775391
450.5,-50.81176758,-52.30712891,-51.20849609,-46.35620117
451,-51.08642578,-52.24609375,-51.30004883,-46.32568359
451.5,-51.26953125,-52.12402344,-51.26953125,-46.26464844
452,-51.54418945,-52.09350586,-51.23901367,-46.29516602
452.5,-51.69677734,-51.97143555,-51.33056641,-46.29516602
453,-51.81884766,-51.87988281,-51.30004883,-46.20361328
453.5,-52.15454102,-51.87988281,-51.30004883,-46.26464844
454,-52.27661133,-51.7578125,-51.36108398,-46.20361328
454.5,-52.49023438,-51.69677734,-51.36108398,-46.26464844
455,-52.61230469,-51.60522461,-51.39160156,-46.29516602
455.5,-52.79541016,-51.57470703,-51.30004883,-46.32568359
456,-52.94799805,-51.45263672,-51.36108398,-46.32568359
456.5,-53.07006836,-51.33056641,-51.33056641,-46.32568359
457,-53.25317383,-51.23901367,-51.30004883,-46.44775391
457.5,-53.34472656,-51.20849609,-51.30004883,-46.47827148
458,-53.46679688,-51.08642578,-51.26953125,-46.41723633
458.5,-53.55834961,-50.99487305,-51.30004883,-46.50878906
459,-53.7109375,-50.87280273,-51.36108398,-46.44775391
459.5,-53.77197266,-50.81176758,-51.33056641,-46.47827148
460,-53.95507813,-50.81176758,-51.30004883,-46.47827148
460.5,-54.07714844,-50.68969727,-51.39160156,-46.50878906
461,-54.19921875,-50.59814453,-51.39160156,-46.63085938
461.5,-54.29077148,-50.5065918,-51.45263672,-46.56982422
462,-54.44335938,-50.35400391,-51.39160156,-46.63085938
462.5,-54.50439453,-50.32348633,-51.39160156,-46.66137695
463,-54.65698242,-50.23193359,-51.39160156,-46.69189453
463.5,-54.74853516,-50.17089844,-51.39160156,-46.69189453
464,-54.87060547,-50.17089844,-51.42211914,-46.75292969
464.5,-55.05371094,-50.04882813,-51.33056641,-46.81396484
465,-55.05371094,-49.98779297,-51.30004883,-46.75292969
465.5,-55.14526367,-49.95727539,-51.30004883,-46.75292969
466,-55.23681641,-49.86572266,-51.26953125,-46.78344727
466.5,-55.29785156,-49.71313477,-51.33056641,-46.90551758
467,-55.41992188,-49.65209961,-51.30004883,-46.875
467.5,-55.51147461,-49.59106445,-51.26953125,-46.875
468,-55.51147461,-49.46899414,-51.30004883,-46.84448242
468.5,-55.57250977,-49.34692383,-51.26953125,-46.81396484
469,-55.60302734,-49.25537109,-51.26953125,-46.875
469.5,-55.6640625,-49.16381836,-51.20849609,-46.93603516
470,-55.75561523,-49.01123047,-51.17797852,-46.96655273
470.5,-55.81665039,-48.85864258,-51.17797852,-46.875
471,-55.81665039,-48.79760742,-51.17797852,-46.90551758
471.5,-55.87768555,-48.58398438,-51.23901367,-46.93603516
472,-55.84716797,-48.40087891,-51.17797852,-46.93603516
472.5,-55.90820313,-48.33984375,-51.23901367,-46.99707031
473,-55.99975586,-48.09570313,-51.0559082,-46.93603516
473.5,-55.9387207,-47.94311523,-51.17797852,-47.02758789
474,-55.99975586,-47.72949219,-51.17797852,-47.02758789
474.5,-55.96923828,-47.51586914,-51.11694336,-47.08862305
475,-55.99975586,-47.33276367,-51.17797852,-47.11914063
475.5,-55.96923828,-47.08862305,-51.17797852,-47.08862305
476,-56.03027344,-46.90551758,-51.14746094,-47.05810547
476.5,-56.06079102,-46.56982422,-51.20849609,-47.18017578
477,-56.09130859,-42.17529297,-51.26953125,-47.18017578
477.5,-56.09130859,-39.42871094,-51.30004883,-47.21069336
478,-56.12182617,-40.67993164,-51.33056641,-47.30224609
478.5,-56.12182617,-41.77856445,-51.30004883,-47.27172852
479,-56.12182617,-42.75512695,-51.23901367,-47.33276367
479.5,-56.12182617,-43.73168945,-51.30004883,-47.36328125
480,-56.18286133,-44.55566406,-51.26953125,-47.39379883
480.5,-56.18286133,-45.25756836,-51.20849609,-47.42431641
481,-56.15234375,-46.05102539,-51.26953125,-47.45483398
481.5,-56.21337891,-46.53930664,-51.14746094,-47.45483398
482,-56.15234375,-47.1496582,-51.20849609,-47.42431641
482.5,-56.18286133,-47.72949219,-51.20849609,-47.42431641
483,-56.15234375,-48.24829102,-51.17797852,-47.45483398
483.5,-56.21337891,-48.76708984,-51.33056641,-47.48535156
484,-56.21337891,-49.25537109,-51.20849609,-47.48535156
484.5,-56.15234375,-49.74365234,-51.23901367,-47.54638672
485,-56.15234375,-50.20141602,-51.23901367,-47.5769043
485.5,-56.18286133,-50.53710938,-51.26953125,-47.54638672
486,-56.12182617,-50.90332031,-51.26953125,-47.48535156
486.5,-56.09130859,-51.30004883,-51.30004883,-47.5769043
487,-56.15234375,-51.60522461,-51.33056641,-47.51586914
487.5,-56.12182617,-51.87988281,-51.26953125,-47.45483398
488,-56.15234375,-52.21557617,-51.23901367,-47.48535156
488.5,-56.06079102,-52.42919922,-51.30004883,-47.48535156
489,-56.09130859,-52.76489258,-51.30004883,-47.54638672
489.5,-56.12182617,-53.03955078,-51.33056641,-47.5769043
490,-56.06079102,-53.19213867,-51.23901367,-47.54638672
490.5,-56.03027344,-53.49731445,-51.26953125,-47.63793945
491,-56.03027344,-53.68041992,-51.17797852,-47.69897461
491.5,-56.03027344,-53.95507813,-51.11694336,-47.72949219
492,-55.9387207,-54.16870117,-51.17797852,-47.72949219
492.5,-55.90820313,-54.29077148,-51.02539063,-47.72949219
493,-55.96923828,-54.50439453,-51.08642578,-47.79052734
493.5,-55.9387207,-54.62646484,-51.11694336,-47.76000977
494,-55.90820313,-54.84008789,-51.11694336,-47.76000977
494.5,-55.9387207,-54.9621582,-51.14746094,-47.72949219
495,-55.99975586,-55.08422852,-51.0559082,-47.82104492
495.5,-55.90820313,-55.23681641,-51.11694336,-47.82104492
496,-55.87768555,-55.35888672,-51.0559082,-47.82104492
496.5,-55.81665039,-55.48095703,-51.08642578,-47.82104492
497,-55.75561523,-55.57250977,-51.08642578,-47.8515625
497.5,-55.78613281,-55.69458008,-51.0559082,-47.94311523
498,-55.6640625,-55.78613281,-51.08642578,-47.88208008
498.5,-55.69458008,-55.90820313,-51.02539063,-47.8515625
499,-55.69458008,-56.03027344,-51.08642578,-47.8515625
499.5,-55.6640625,-56.15234375,-51.08642578,-47.91259766
500,-55.63354492,-56.27441406,-51.11694336,-47.88208008
500.5,-55.57250977,-56.3659668,-51.11694336,-47.91259766
501,-55.60302734,-56.39648438,-50.99487305,-47.88208008
501.5,-55.51147461,-56.48803711,-51.08642578,-47.82104492
502,-55.48095703,-56.48803711,-51.02539063,-47.8515625
502.5,-55.3894043,-56.640625,-50.99487305,-47.88208008
503,-55.35888672,-56.640625,-51.02539063,-47.88208008
503.5,-55.35888672,-56.70166016,-50.96435547,-47.94311523
504,-55.32836914,-56.79321289,-50.93383789,-47.88208008
504.5,-55.26733398,-56.79321289,-50.87280273,-47.94311523
505,-55.17578125,-56.88476563,-50.87280273,-48.00415039
505.5,-55.20629883,-56.9152832,-50.84228516,-48.00415039
506,-55.17578125,-56.97631836,-50.78125,-48.09570313
506.5,-55.02319336,-57.00683594,-50.81176758,-48.00415039
507,-55.05371094,-57.00683594,-50.75073242,-48.15673828
507.5,-55.02319336,-57.03735352,-50.78125,-48.09570313
508,-54.99267578,-57.00683594,-50.72021484,-48.09570313
508.5,-54.90112305,-57.06787109,-50.75073242,-48.1262207
509,-54.84008789,-57.12890625,-50.78125,-48.09570313
509.5,-54.84008789,-57.09838867,-50.65917969,-48.1262207
510,-54.74853516,-57.09838867,-50.72021484,-48.09570313
510.5,-54.74853516,-57.06787109,-50.68969727,-48.15673828
511,-54.74853516,-57.12890625,-50.72021484,-48.15673828
511.5,-54.71801758,-57.06787109,-50.68969727,-48.06518555
512,-54.65698242,-57.12890625,-50.62866211,-48.1262207
512.5,-54.62646484,-57.22045898,-50.59814453,-48.15673828
513,-54.56542969,-57.15942383,-50.53710938,-48.21777344
513.5,-54.53491211,-57.22045898,-50.44555664,-48.24829102
514,-54.4128418,-57.12890625,-50.5065918,-48.21777344
514.5,-54.53491211,-57.22045898,-50.41503906,-48.33984375
515,-54.4128418,-57.15942383,-50.41503906,-48.21777344
515.5,-54.47387695,-57.15942383,-50.44555664,-48.27880859
516,-54.38232422,-57.25097656,-50.41503906,-48.24829102
516.5,-54.35180664,-57.22045898,-50.41503906,-48.27880859
517,-54.32128906,-57.22045898,-50.41503906,-48.27880859
517.5,-54.29077148,-57.28149414,-50.41503906,-48.24829102
518,-54.29077148,-57.22045898,-50.44555664,-48.24829102
518.5,-54.22973633,-57.15942383,-50.44555664,-48.27880859
519,-54.16870117,-57.12890625,-50.38452148,-48.40087891
519.5,-54.04663086,-57.15942383,-50.44555664,-48.37036133
520,-54.10766602,-57.12890625,-50.38452148,-48.43139648
520.5,-54.04663086,-57.15942383,-50.41503906,-48.40087891
521,-54.01611328,-57.09838867,-50.35400391,-48.46191406
521.5,-54.01611328,-57.09838867,-50.38452148,-48.46191406
522,-53.89404297,-57.12890625,-50.29296875,-48.46191406
522.5,-53.83300781,-57.06787109,-50.29296875,-48.49243164
523,-53.83300781,-57.15942383,-50.35400391,-48.46191406
523.5,-53.77197266,-57.15942383,-50.29296875,-48.43139648
524,-53.74145508,-57.06787109,-50.29296875,-48.5534668
524.5,-53.68041992,-57.09838867,-50.35400391,-48.49243164
525,-53.64990234,-57.09838867,-50.32348633,-48.46191406
525.5,-53.64990234,-57.06787109,-50.32348633,-48.46191406
526,-53.46679688,-57.06787109,-50.29296875,-48.43139648
526.5,-53.58886719,-57.06787109,-50.29296875,-48.49243164
527,-53.49731445,-57.00683594,-50.32348633,-48.46191406
527.5,-53.46679688,-57.06787109,-50.23193359,-48.52294922
528,-53.4362793,-57.00683594,-50.23193359,-48.52294922
528.5,-53.37524414,-56.9152832,-50.20141602,-48.5534668
529,-53.37524414,-56.94580078,-50.20141602,-48.61450195
529.5,-53.31420898,-56.88476563,-50.20141602,-48.64501953
530,-53.25317383,-56.85424805,-50.14038086,-48.70605469
530.5,-53.19213867,-56.88476563,-50.23193359,-48.64501953
531,-53.19213867,-56.82373047,-50.23193359,-48.70605469
531.5,-53.16162109,-56.85424805,-50.23193359,-48.70605469
532,-53.07006836,-56.73217773,-50.14038086,-48.70605469
532.5,-53.03955078,-56.70166016,-50.14038086,-48.70605469
533,-53.03955078,-56.73217773,-50.17089844,-48.76708984
533.5,-53.0090332,-56.70166016,-50.14038086,-48.79760742
534,-52.97851563,-56.70166016,-50.10986328,-48.76708984
534.5,-52.91748047,-56.67114258,-50.10986328,-48.73657227
535,-52.94799805,-56.51855469,-50.10986328,-48.73657227
535.5,-52.82592773,-56.45751953,-50.10986328,-48.73657227
536,-52.82592773,-56.48803711,-50.10986328,-48.76708984
536.5,-52.85644531,-56.45751953,-50.0793457,-48.79760742
537,-52.734375,-56.45751953,-50.10986328,-48.76708984
537.5,-52.70385742,-56.3659668,-50.10986328,-48.76708984
538,-52.67333984,-56.3659668,-50.0793457,-48.76708984
538.5,-52.67333984,-56.21337891,-50.14038086,-48.88916016
539,-52.58178711,-56.24389648,-50.10986328,-48.98071289
539.5,-52.58178711,-56.18286133,-50.0793457,-48.91967773
540,-52.55126953,-56.12182617,-50.01831055,-49.01123047
540.5,-52.49023438,-56.03027344,-49.98779297,-49.01123047
541,-52.52075195,-55.90820313,-49.98779297,-49.01123047
541.5,-52.42919922,-55.90820313,-49.98779297,-49.01123047
542,-52.4597168,-55.87768555,-50.01831055,-49.04174805
542.5,-52.36816406,-55.78613281,-49.92675781,-49.1027832
543,-52.33764648,-55.78613281,-49.98779297,-49.04174805
543.5,-52.36816406,-55.69458008,-49.95727539,-49.1027832
544,-52.33764648,-55.6640625,-49.92675781,-49.1027832
544.5,-52.30712891,-55.63354492,-49.95727539,-49.16381836
545,-52.24609375,-55.57250977,-49.86572266,-49.13330078
545.5,-52.21557617,-55.51147461,-49.86572266,-49.19433594
546,-52.12402344,-55.48095703,-49.83520508,-49.16381836
546.5,-52.12402344,-55.48095703,-49.8046875,-49.25537109
547,-52.15454102,-55.45043945,-49.8046875,-49.28588867
547.5,-52.09350586,-55.35888672,-49.77416992,-49.16381836
548,-52.09350586,-55.35888672,-49.74365234,-49.22485352
548.5,-52.06298828,-55.32836914,-49.77416992,-49.19433594
549,-52.09350586,-55.23681641,-49.74365234,-49.19433594
549.5,-52.09350586,-55.23681641,-49.8046875,-49.22485352
550,-52.00195313,-55.20629883,-49.8046875,-49.19433594
550.5,-51.97143555,-55.11474609,-49.71313477,-49.22485352
551,-51.97143555,-55.11474609,-49.77416992,-49.19433594
551.5,-51.94091797,-55.05371094,-49.74365234,-49.22485352
552,-51.91040039,-54.9621582,-49.68261719,-49.28588867
552.5,-51.84936523,-54.9621582,-49.68261719,-49.25537109
553,-51.84936523,-54.90112305,-49.59106445,-49.34692383
553.5,-51.81884766,-54.87060547,-49.62158203,-49.28588867
554,-51.78833008,-54.93164063,-49.71313477,-49.31640625
554.5,-51.81884766,-54.77905273,-49.65209961,-49.37744141
555,-51.72729492,-54.74853516,-49.62158203,-49.40795898
555.5,-51.72729492,-54.62646484,-49.56054688,-49.46899414
556,-51.69677734,-54.62646484,-49.59106445,-49.43847656
556.5,-51.66625977,-54.53491211,-49.5300293,-49.43847656
557,-51.66625977,-54.53491211,-49.49951172,-49.56054688
557.5,-51.63574219,-54.4128418,-49.5300293,-49.56054688
558,-51.57470703,-54.29077148,-49.49951172,-49.59106445
558.5,-51.54418945,-54.26025391,-49.43847656,-49.56054688
559,-51.45263672,-54.22973633,-49.40795898,-49.56054688
559.5,-51.45263672,-54.19921875,-49.40795898,-49.59106445
560,-51.39160156,-54.16870117,-49.40795898,-49.59106445
560.5,-51.36108398,-54.16870117,-49.37744141,-49.49951172
561,-51.36108398,-54.13818359,-49.43847656,-49.56054688
561.5,-51.30004883,-54.10766602,-49.34692383,-49.56054688
562,-51.23901367,-54.10766602,-49.31640625,-49.56054688
562.5,-51.20849609,-54.04663086,-49.34692383,-49.59106445
563,-51.14746094,-53.92456055,-49.25537109,-49.62158203
563.5,-51.11694336,-53.92456055,-49.22485352,-49.62158203
564,-51.08642578,-53.83300781,-49.19433594,-49.65209961
564.5,-51.02539063,-53.83300781,-49.13330078,-49.62158203
565,-50.96435547,-53.77197266,-49.19433594,-49.65209961
565.5,-50.93383789,-53.64990234,-49.13330078,-49.62158203
566,-50.87280273,-53.64990234,-49.13330078,-49.59106445
566.5,-50.81176758,-53.58886719,-49.19433594,-49.56054688
567,-50.81176758,-53.58886719,-49.1027832,-49.68261719
567.5,-50.72021484,-53.52783203,-49.13330078,-49.62158203
568,-50.75073242,-53.4362793,-49.13330078,-49.68261719
568.5,-50.68969727,-53.4362793,-49.13330078,-49.71313477
569,-50.62866211,-53.28369141,-49.04174805,-49.71313477
569.5,-50.56762695,-53.37524414,-49.07226563,-49.71313477
570,-50.5065918,-53.28369141,-49.07226563,-49.71313477
570.5,-50.44555664,-53.28369141,-49.01123047,-49.74365234
571,-50.41503906,-53.25317383,-48.98071289,-49.77416992
571.5,-50.38452148,-53.10058594,-48.95019531,-49.83520508
572,-50.26245117,-53.13110352,-48.88916016,-49.8046875
572.5,-50.26245117,-53.07006836,-48.88916016,-49.8046875
573,-50.14038086,-53.10058594,-48.85864258,-49.8046875
573.5,-50.14038086,-53.0090332,-48.88916016,-49.92675781
574,-50.10986328,-53.0090332,-48.85864258,-49.83520508
574.5,-49.98779297,-52.94799805,-48.79760742,-49.8046875
575,-49.95727539,-52.85644531,-48.79760742,-49.83520508
575.5,-49.83520508,-52.85644531,-48.76708984,-49.74365234
576,-49.86572266,-52.82592773,-48.76708984,-49.83520508
576.5,-49.74365234,-52.82592773,-48.76708984,-49.83520508
577,-49.71313477,-52.79541016,-48.85864258,-49.71313477
577.5,-49.68261719,-52.734375,-48.79760742,-49.74365234
578,-49.59106445,-52.79541016,-48.70605469,-49.68261719
578.5,-49.5300293,-52.70385742,-48.67553711,-49.74365234
579,-49.49951172,-52.70385742,-48.67553711,-49.74365234
579.5,-49.37744141,-52.70385742,-48.67553711,-49.8046875
580,-49.46899414,-52.64282227,-48.5534668,-49.8046875
580.5,-49.34692383,-52.64282227,-48.52294922,-49.8046875
581,-49.28588867,-52.61230469,-48.49243164,-49.8046875
581.5,-49.22485352,-52.70385742,-48.49243164,-49.8046875
582,-49.16381836,-52.61230469,-48.58398438,-49.8046875
582.5,-49.13330078,-52.55126953,-48.5534668,-49.86572266
583,-48.95019531,-52.55126953,-48.5534668,-49.89624023
583.5,-48.98071289,-52.52075195,-48.49243164,-49.89624023
584,-48.91967773,-52.55126953,-48.52294922,-49.92675781
584.5,-48.828125,-52.49023438,-48.49243164,-49.86572266
585,-48.85864258,-52.4597168,-48.46191406,-49.89624023
585.5,-48.76708984,-52.42919922,-48.46191406,-49.86572266
586,-48.70605469,-52.42919922,-48.43139648,-49.89624023
586.5,-48.58398438,-52.42919922,-48.49243164,-49.89624023
587,-48.49243164,-52.30712891,-48.52294922,-49.92675781
587.5,-48.52294922,-52.33764648,-48.46191406,-49.95727539
588,-48.40087891,-52.27661133,-48.49243164,-49.92675781
588.5,-48.33984375,-52.18505859,-48.40087891,-49.95727539
589,-48.27880859,-52.15454102,-48.43139648,-49.95727539
589.5,-48.15673828,-52.06298828,-48.37036133,-49.98779297
590,-48.09570313,-52.15454102,-48.27880859,-50.01831055
590.5,-47.97363281,-51.91040039,-48.27880859,-50.04882813
591,-47.94311523,-51.91040039,-48.21777344,-50.0793457
591.5,-47.76000977,-51.84936523,-48.15673828,-50.01831055
592,-47.63793945,-51.72729492,-48.21777344,-50.01831055
592.5,-47.51586914,-51.72729492,-48.24829102,-49.92675781
593,-47.42431641,-51.60522461,-48.15673828,-50.01831055
593.5,-47.24121094,-51.57470703,-48.21777344,-49.95727539
594,-47.18017578,-51.45263672,-48.24829102,-49.89624023
594.5,-47.05810547,-51.36108398,-48.15673828,-49.86572266
595,-46.66137695,-51.33056641,-48.1262207,-49.86572266
595.5,-42.78564453,-51.26953125,-48.06518555,-49.86572266
596,-40.89355469,-51.17797852,-48.03466797,-49.95727539
596.5,-41.9921875,-51.11694336,-48.03466797,-49.98779297
597,-42.72460938,-50.99487305,-48.03466797,-49.98779297
597.5,-43.15185547,-50.90332031,-47.97363281,-49.95727539
598,-43.73168945,-50.87280273,-48.06518555,-49.95727539
598.5,-44.2199707,-50.68969727,-47.94311523,-50.01831055
599,-44.67773438,-50.68969727,-48.00415039,-50.01831055
599.5,-45.10498047,-50.62866211,-48.06518555,-50.01831055
600,-45.50170898,-50.53710938,-48.06518555,-49.95727539
600.5,-45.98999023,-50.38452148,-48.03466797,-50.04882813
601,-46.32568359,-50.32348633,-48.06518555,-49.98779297
601.5,-46.69189453,-50.17089844,-48.06518555,-49.98779297
602,-47.05810547,-50.0793457,-48.00415039,-49.98779297
602.5,-47.39379883,-49.83520508,-48.00415039,-49.98779297
603,-47.79052734,-49.8046875,-47.94311523,-50.04882813
603.5,-48.06518555,-49.71313477,-47.97363281,-49.95727539
604,-48.40087891,-49.49951172,-47.88208008,-50.01831055
604.5,-48.70605469,-49.49951172,-47.88208008,-49.98779297
605,-48.98071289,-49.25537109,-47.91259766,-49.98779297
605.5,-49.34692383,-49.04174805,-47.82104492,-50.04882813
606,-49.46899414,-48.95019531,-47.79052734,-49.98779297
606.5,-49.83520508,-48.76708984,-47.79052734,-50.04882813
607,-50.04882813,-48.58398438,-47.82104492,-50.0793457
607.5,-50.26245117,-48.33984375,-47.8515625,-50.14038086
608,-50.5065918,-48.21777344,-47.82104492,-50.23193359
608.5,-50.75073242,-48.03466797,-47.76000977,-50.14038086
609,-51.02539063,-47.82104492,-47.72949219,-50.14038086
609.5,-51.23901367,-47.63793945,-47.82104492,-50.14038086
610,-51.51367188,-47.33276367,-47.8515625,-50.17089844
610.5,-51.72729492,-47.24121094,-47.8515625,-50.17089844
611,-51.97143555,-46.84448242,-47.76000977,-50.0793457
611.5,-52.12402344,-42.54150391,-47.76000977,-50.14038086
612,-52.27661133,-41.53442383,-47.66845703,-50.17089844
612.5,-52.42919922,-42.75512695,-47.69897461,-50.10986328
613,-52.734375,-43.6706543,-47.72949219,-50.17089844
613.5,-52.88696289,-44.52514648,-47.69897461,-50.17089844
614,-53.07006836,-45.25756836,-47.63793945,-50.23193359
614.5,-53.28369141,-45.86791992,-47.5769043,-50.29296875
615,-53.4362793,-46.44775391,-47.60742188,-50.20141602
615.5,-53.58886719,-47.08862305,-47.5769043,-50.29296875
616,-53.74145508,-47.72949219,-47.54638672,-50.29296875
616.5,-53.95507813,-48.18725586,-47.5769043,-50.26245117
617,-54.10766602,-48.73657227,-47.48535156,-50.29296875
617.5,-54.16870117,-49.22485352,-47.51586914,-50.29296875
618,-54.29077148,-49.56054688,-47.51586914,-50.26245117
618.5,-54.50439453,-49.95727539,-47.51586914,-50.32348633
619,-54.50439453,-50.38452148,-47.51586914,-50.26245117
619.5,-54.62646484,-50.78125,-47.45483398,-50.23193359
620,-54.71801758,-51.20849609,-47.51586914,-50.29296875
620.5,-54.84008789,-51.51367188,-47.45483398,-50.23193359
621,-54.9621582,-51.72729492,-47.42431641,-50.23193359
621.5,-54.99267578,-52.12402344,-47.48535156,-50.17089844
622,-55.20629883,-52.36816406,-47.42431641,-50.26245117
622.5,-55.23681641,-52.67333984,-47.39379883,-50.26245117
623,-55.29785156,-52.94799805,-47.36328125,-50.14038086
623.5,-55.45043945,-53.25317383,-47.36328125,-50.23193359
624,-55.41992188,-53.46679688,-47.39379883,-50.26245117
624.5,-55.54199219,-53.64990234,-47.45483398,-50.20141602
625,-55.60302734,-53.86352539,-47.33276367,-50.17089844
625.5,-55.60302734,-54.07714844,-47.30224609,-50.14038086
626,-55.72509766,-54.29077148,-47.39379883,-50.29296875
626.5,-55.72509766,-54.50439453,-47.36328125,-50.14038086
627,-55.81665039,-54.71801758,-47.42431641,-50.20141602
627.5,-55.90820313,-54.90112305,-47.36328125,-50.0793457
628,-55.96923828,-55.02319336,-47.39379883,-49.98779297
628.5,-56.03027344,-55.23681641,-47.33276367,-50.10986328
629,-56.09130859,-55.29785156,-47.39379883,-50.04882813
629.5,-56.18286133,-55.51147461,-47.33276367,-50.04882813
630,-56.21337891,-55.69458008,-47.36328125,-50.10986328
630.5,-56.27441406,-55.84716797,-47.30224609,-50.10986328
631,-56.27441406,-55.96923828,-47.30224609,-50.14038086
631.5,-56.30493164,-56.03027344,-47.27172852,-50.17089844
632,-56.3659668,-56.15234375,-47.24121094,-50.17089844
632.5,-56.42700195,-56.30493164,-47.30224609,-50.20141602
633,-56.42700195,-56.39648438,-47.33276367,-50.20141602
633.5,-56.45751953,-56.45751953,-47.30224609,-50.26245117
634,-56.48803711,-56.54907227,-47.42431641,-50.23193359
634.5,-56.48803711,-56.61010742,-47.39379883,-50.26245117
635,-56.48803711,-56.73217773,-47.39379883,-50.20141602
635.5,-56.51855469,-56.82373047,-47.48535156,-50.20141602
636,-56.54907227,-56.94580078,-47.42431641,-50.17089844
636.5,-56.57958984,-56.97631836,-47.45483398,-50.20141602
637,-56.61010742,-57.00683594,-47.48535156,-50.20141602
637.5,-56.67114258,-57.06787109,-47.48535156,-50.20141602
638,-56.640625,-57.09838867,-47.54638672,-50.23193359
638.5,-56.67114258,-57.15942383,-47.45483398,-50.26245117
639,-56.73217773,-57.18994141,-47.51586914,-50.26245117
639.5,-56.640625,-57.18994141,-47.48535156,-50.26245117
640,-56.67114258,-57.25097656,-47.39379883,-50.35400391
640.5,-56.67114258,-57.28149414,-47.51586914,-50.29296875
641,-56.73217773,-57.25097656,-47.51586914,-50.32348633
641.5,-56.79321289,-57.3425293,-47.51586914,-50.23193359
642,-56.70166016,-57.28149414,-47.48535156,-50.20141602
642.5,-56.61010742,-57.37304688,-47.54638672,-50.17089844
643,-56.67114258,-57.37304688,-47.63793945,-50.10986328
643.5,-56.70166016,-57.40356445,-47.5769043,-50.14038086
644,-56.79321289,-57.46459961,-47.60742188,-50.10986328
644.5,-56.73217773,-57.46459961,-47.5769043,-50.0793457
645,-56.79321289,-57.49511719,-47.48535156,-50.14038086
645.5,-56.76269531,-57.46459961,-47.48535156,-50.14038086
646,-56.67114258,-57.49511719,-47.51586914,-50.20141602
646.5,-56.70166016,-57.49511719,-47.54638672,-50.26245117
647,-56.73217773,-57.52563477,-47.45483398,-50.20141602
647.5,-56.70166016,-57.58666992,-47.45483398,-50.29296875
648,-56.67114258,-57.52563477,-47.51586914,-50.26245117
648.5,-56.73217773,-57.52563477,-47.48535156,-50.26245117
649,-56.70166016,-57.49511719,-47.48535156,-50.26245117
649.5,-56.67114258,-57.58666992,-47.5769043,-50.29296875
650,-56.67114258,-57.58666992,-47.60742188,-50.23193359
650.5,-56.70166016,-57.43408203,-47.5769043,-50.32348633
651,-56.73217773,-57.43408203,-47.54638672,-50.26245117
651.5,-56.67114258,-57.37304688,-47.5769043,-50.29296875
652,-56.67114258,-57.37304688,-47.5769043,-50.29296875
652.5,-56.61010742,-57.3425293,-47.5769043,-50.26245117
653,-56.640625,-57.3425293,-47.51586914,-50.17089844
653.5,-56.54907227,-57.28149414,-47.54638672,-50.23193359
654,-56.54907227,-57.18994141,-47.51586914,-50.26245117
654.5,-56.640625,-57.22045898,-47.51586914,-50.23193359
655,-56.54907227,-57.18994141,-47.5769043,-50.29296875
655.5,-56.57958984,-57.15942383,-47.54638672,-50.26245117
656,-56.48803711,-57.09838867,-47.5769043,-50.26245117
656.5,-56.51855469,-57.06787109,-47.60742188,-50.38452148
657,-56.51855469,-57.00683594,-47.63793945,-50.41503906
657.5,-56.48803711,-56.94580078,-47.69897461,-50.38452148
658,-56.45751953,-56.9152832,-47.69897461,-50.38452148
658.5,-56.42700195,-56.9152832,-47.79052734,-50.32348633
659,-56.3659668,-56.82373047,-47.76000977,-50.32348633
659.5,-56.30493164,-56.76269531,-47.88208008,-50.32348633
660,-56.30493164,-56.79321289,-47.88208008,-50.32348633
660.5,-56.27441406,-56.82373047,-47.88208008,-50.38452148
661,-56.27441406,-56.73217773,-47.94311523,-50.26245117
661.5,-56.27441406,-56.67114258,-47.88208008,-50.32348633
662,-56.21337891,-56.640625,-47.91259766,-50.29296875
662.5,-56.15234375,-56.57958984,-47.91259766,-50.32348633
663,-56.18286133,-56.67114258,-47.8515625,-50.29296875
663.5,-56.15234375,-56.54907227,-47.88208008,-50.38452148
664,-56.12182617,-56.51855469,-47.79052734,-50.23193359
664.5,-56.03027344,-56.51855469,-47.8515625,-50.29296875
665,-56.06079102,-56.39648438,-47.88208008,-50.32348633
665.5,-55.96923828,-56.39648438,-47.82104492,-50.26245117
666,-55.96923828,-56.27441406,-47.94311523,-50.32348633
666.5,-55.90820313,-56.27441406,-47.91259766,-50.29296875
667,-55.87768555,-56.30493164,-48.00415039,-50.23193359
667.5,-55.84716797,-56.18286133,-47.97363281,-50.29296875
668,-55.78613281,-56.21337891,-47.97363281,-50.23193359
668.5,-55.78613281,-56.12182617,-48.03466797,-50.23193359
669,-55.72509766,-56.15234375,-48.03466797,-50.26245117
669.5,-55.69458008,-56.12182617,-48.03466797,-50.20141602
670,-55.6640625,-56.12182617,-48.06518555,-50.17089844
670.5,-55.54199219,-56.03027344,-48.1262207,-50.14038086
671,-55.54199219,-55.99975586,-48.09570313,-50.23193359
671.5,-55.51147461,-55.9387207,-48.1262207,-50.14038086
672,-55.51147461,-55.9387207,-48.1262207,-50.14038086
672.5,-55.3894043,-55.9387207,-48.15673828,-50.17089844
673,-55.3894043,-55.81665039,-48.21777344,-50.23193359
673.5,-55.41992188,-55.78613281,-48.21777344,-50.20141602
674,-55.32836914,-55.72509766,-48.1262207,-50.14038086
674.5,-55.29785156,-55.72509766,-48.15673828,-50.14038086
